Cell,category,label
01_90_81__s3,control,0
01_15_50__s3,control,0
05_73_96__s1,control,0
05_01_05__s1,control,0
01_24_46__s6,control,0
05_16_09__s7,control,0
02_49_83__s2,control,0
02_07_40__s6,control,0
03_83_96__s3,control,0
01_04_22__s1,control,0
01_39_01__s6,control,0
06_38_27__s8,control,0
01_56_64__s5,control,0
04_32_55__s2,control,0
03_37_54__s8,control,0
04_16_08__s5,control,0
04_71_85__s1,control,0
15_20_27__s8,PD-L1,1
16_40_58__s1,PD-L1,1
18_04_07__s2,PD-L1,1
13_07_41__s8,PD-L1,1
13_39_07__s2,PD-L1,1
13_02_29__s6,PD-L1,1
13_14_39__s6,PD-L1,1
17_83_86__s2,PD-L1,1
14_32_61__s1,PD-L1,1
17_13_24__s1,PD-L1,1
16_71_54__s5,PD-L1,1
15_41_38__s5,PD-L1,1
17_64_76__s3,PD-L1,1
18_30_37__s2,PD-L1,1
13_62_64__s1,PD-L1,1
14_45_42__s5,PD-L1,1
13_94_86__s3,PD-L1,1
14_95_96__s1,PD-L1,1
16_25_83__s8,PD-L1,1
18_88_42__s3,PD-L1,1
13_30_91__s2,PD-L1,1
15_08_47__s4,PD-L1,1
16_69_20__s2,PD-L1,1
13_68_63__s1,PD-L1,1
16_03_20__s1,PD-L1,1
15_50_74__s3,PD-L1,1
17_79_28__s6,PD-L1,1
16_37_50__s2,PD-L1,1
13_65_23__s7,PD-L1,1
17_05_22__s8,PD-L1,1
15_38_81__s7,PD-L1,1
17_30_47__s7,PD-L1,1
17_10_90__s1,PD-L1,1
15_52_30__s1,PD-L1,1
15_22_03__s2,PD-L1,1
16_79_27__s8,PD-L1,1
18_24_33__s1,PD-L1,1
18_12_40__s2,PD-L1,1
16_56_37__s8,PD-L1,1
13_05_81__s7,PD-L1,1
18_04_12__s7,PD-L1,1
18_56_37__s1,PD-L1,1
15_80_90__s5,PD-L1,1
13_23_33__s1,PD-L1,1
14_27_14__s1,PD-L1,1
13_18_27__s2,PD-L1,1
17_23_45__s6,PD-L1,1
16_84_43__s3,PD-L1,1
15_07_37__s7,PD-L1,1
13_48_04__s6,PD-L1,1
14_44_43__s7,PD-L1,1
13_94_74__s3,PD-L1,1
14_42_05__s3,PD-L1,1
15_56_73__s3,PD-L1,1
18_28_20__s2,PD-L1,1
16_30_02__s8,PD-L1,1
14_89_52__s8,PD-L1,1
14_22_86__s7,PD-L1,1
15_49_71__s8,PD-L1,1
17_43_82__s1,PD-L1,1
15_71_56__s3,PD-L1,1
15_75_86__s3,PD-L1,1
17_73_35__s4,PD-L1,1
17_17_14__s1,PD-L1,1
16_40_04__s2,PD-L1,1
18_22_22__s8,PD-L1,1
15_66_80__s8,PD-L1,1
15_25_37__s6,PD-L1,1
16_16_69__s2,PD-L1,1
16_57_62__s1,PD-L1,1
13_50_46__s7,PD-L1,1
13_68_64__s3,PD-L1,1
14_80_91__s5,PD-L1,1
15_45_34__s1,PD-L1,1
17_62_96__s1,PD-L1,1
13_84_73__s8,PD-L1,1
18_85_01__s2,PD-L1,1
18_72_39__s5,PD-L1,1
15_65_81__s4,PD-L1,1
13_45_86__s5,PD-L1,1
15_53_86__s1,PD-L1,1
17_76_41__s5,PD-L1,1
18_79_73__s2,PD-L1,1
16_46_05__s2,PD-L1,1
13_24_45__s3,PD-L1,1
14_88_40__s7,PD-L1,1
16_34_38__s1,PD-L1,1
13_81_79__s7,PD-L1,1
13_08_30__s5,PD-L1,1
14_34_77__s5,PD-L1,1
16_85_79__s3,PD-L1,1
18_56_73__s2,PD-L1,1
15_87_34__s2,PD-L1,1
18_26_26__s1,PD-L1,1
17_39_35__s6,PD-L1,1
17_55_24__s6,PD-L1,1
15_79_54__s5,PD-L1,1
17_80_49__s8,PD-L1,1
15_01_52__s6,PD-L1,1
13_06_48__s1,PD-L1,1
16_04_64__s6,PD-L1,1
13_44_93__s7,PD-L1,1
14_05_80__s2,PD-L1,1
16_13_88__s3,PD-L1,1
13_79_96__s5,PD-L1,1
18_61_58__s5,PD-L1,1
17_56_82__s3,PD-L1,1
18_49_95__s4,PD-L1,1
16_47_43__s3,PD-L1,1
13_85_30__s6,PD-L1,1
17_25_27__s1,PD-L1,1
14_91_68__s5,PD-L1,1
14_55_31__s3,PD-L1,1
13_45_94__s5,PD-L1,1
18_40_84__s2,PD-L1,1
13_16_74__s1,PD-L1,1
13_04_19__s6,PD-L1,1
17_77_93__s5,PD-L1,1
14_22_64__s3,PD-L1,1
14_49_43__s1,PD-L1,1
14_93_30__s1,PD-L1,1
14_02_63__s7,PD-L1,1
18_09_21__s4,PD-L1,1
17_75_69__s5,PD-L1,1
14_49_06__s7,PD-L1,1
14_08_72__s4,PD-L1,1
18_54_34__s1,PD-L1,1
18_20_44__s8,PD-L1,1
13_54_63__s3,PD-L1,1
14_09_14__s7,PD-L1,1
13_84_45__s7,PD-L1,1
13_14_42__s5,PD-L1,1
17_09_81__s5,PD-L1,1
18_45_64__s5,PD-L1,1
18_11_94__s2,PD-L1,1
16_85_61__s7,PD-L1,1
17_93_33__s7,PD-L1,1
13_75_55__s2,PD-L1,1
13_28_24__s3,PD-L1,1
13_84_70__s1,PD-L1,1
14_93_54__s1,PD-L1,1
17_52_96__s7,PD-L1,1
15_16_06__s3,PD-L1,1
14_95_93__s4,PD-L1,1
15_48_55__s1,PD-L1,1
14_74_16__s8,PD-L1,1
14_57_42__s4,PD-L1,1
17_12_80__s1,PD-L1,1
17_40_74__s6,PD-L1,1
14_55_14__s1,PD-L1,1
16_44_74__s8,PD-L1,1
17_28_74__s2,PD-L1,1
15_31_55__s4,PD-L1,1
16_36_44__s5,PD-L1,1
18_64_67__s8,PD-L1,1
15_90_55__s5,PD-L1,1
17_22_70__s7,PD-L1,1
13_60_22__s3,PD-L1,1
15_42_38__s8,PD-L1,1
14_33_20__s2,PD-L1,1
18_09_51__s7,PD-L1,1
17_12_09__s6,PD-L1,1
15_09_89__s1,PD-L1,1
17_46_04__s3,PD-L1,1
13_47_24__s3,PD-L1,1
18_43_22__s1,PD-L1,1
18_80_91__s2,PD-L1,1
15_30_38__s4,PD-L1,1
16_30_27__s3,PD-L1,1
14_31_03__s6,PD-L1,1
18_95_58__s1,PD-L1,1
13_27_30__s1,PD-L1,1
15_41_05__s5,PD-L1,1
14_88_72__s4,PD-L1,1
18_29_22__s8,PD-L1,1
17_40_41__s5,PD-L1,1
13_80_93__s6,PD-L1,1
13_38_95__s5,PD-L1,1
18_70_43__s2,PD-L1,1
18_24_46__s4,PD-L1,1
18_56_32__s7,PD-L1,1
18_44_74__s8,PD-L1,1
18_43_34__s3,PD-L1,1
16_72_16__s2,PD-L1,1
17_15_91__s5,PD-L1,1
15_24_10__s2,PD-L1,1
17_20_64__s8,PD-L1,1
13_04_50__s5,PD-L1,1
14_72_32__s5,PD-L1,1
17_90_46__s8,PD-L1,1
14_41_75__s6,PD-L1,1
15_17_91__s2,PD-L1,1
17_42_94__s6,PD-L1,1
15_61_07__s7,PD-L1,1
17_65_10__s1,PD-L1,1
15_45_80__s6,PD-L1,1
16_30_80__s3,PD-L1,1
14_18_36__s5,PD-L1,1
15_56_11__s8,PD-L1,1
17_21_86__s6,PD-L1,1
14_56_75__s3,PD-L1,1
17_95_41__s3,PD-L1,1
18_86_38__s1,PD-L1,1
18_59_42__s5,PD-L1,1
13_36_28__s7,PD-L1,1
18_37_80__s2,PD-L1,1
18_11_39__s1,PD-L1,1
16_70_71__s1,PD-L1,1
16_05_57__s5,PD-L1,1
17_04_27__s2,PD-L1,1
18_36_51__s2,PD-L1,1
17_36_94__s1,PD-L1,1
14_65_73__s2,PD-L1,1
15_49_11__s5,PD-L1,1
15_27_82__s7,PD-L1,1
14_38_47__s1,PD-L1,1
14_72_90__s4,PD-L1,1
15_63_05__s3,PD-L1,1
13_49_56__s6,PD-L1,1
17_34_74__s6,PD-L1,1
14_31_50__s1,PD-L1,1
15_16_36__s1,PD-L1,1
15_40_32__s2,PD-L1,1
16_86_84__s6,PD-L1,1
14_71_34__s1,PD-L1,1
16_51_18__s2,PD-L1,1
18_48_53__s2,PD-L1,1
16_66_38__s1,PD-L1,1
15_64_18__s5,PD-L1,1
18_19_63__s1,PD-L1,1
13_83_45__s5,PD-L1,1
16_56_84__s8,PD-L1,1
16_66_67__s6,PD-L1,1
13_52_15__s1,PD-L1,1
14_26_78__s5,PD-L1,1
13_09_15__s1,PD-L1,1
13_74_25__s3,PD-L1,1
16_68_77__s7,PD-L1,1
15_43_27__s5,PD-L1,1
16_26_95__s1,PD-L1,1
13_75_29__s8,PD-L1,1
18_36_44__s2,PD-L1,1
16_04_51__s5,PD-L1,1
18_88_73__s4,PD-L1,1
18_78_60__s4,PD-L1,1
17_15_58__s4,PD-L1,1
18_06_31__s6,PD-L1,1
14_81_83__s6,PD-L1,1
13_32_41__s2,PD-L1,1
16_90_52__s2,PD-L1,1
14_41_31__s7,PD-L1,1
14_54_29__s2,PD-L1,1
17_77_89__s8,PD-L1,1
16_58_26__s2,PD-L1,1
14_11_69__s2,PD-L1,1
17_06_47__s1,PD-L1,1
16_61_82__s4,PD-L1,1
15_32_93__s8,PD-L1,1
17_20_05__s3,PD-L1,1
14_18_64__s7,PD-L1,1
13_10_21__s4,PD-L1,1
13_36_58__s5,PD-L1,1
16_38_69__s7,PD-L1,1
16_65_78__s2,PD-L1,1
14_28_11__s3,PD-L1,1
15_20_33__s8,PD-L1,1
16_94_66__s6,PD-L1,1
14_88_29__s6,PD-L1,1
14_17_10__s1,PD-L1,1
16_81_41__s3,PD-L1,1
15_01_02__s2,PD-L1,1
14_56_96__s6,PD-L1,1
18_93_67__s2,PD-L1,1
17_54_18__s8,PD-L1,1
18_02_40__s7,PD-L1,1
13_12_34__s2,PD-L1,1
16_20_16__s7,PD-L1,1
13_22_54__s4,PD-L1,1
16_59_22__s1,PD-L1,1
17_30_07__s6,PD-L1,1
17_47_83__s7,PD-L1,1
18_15_49__s8,PD-L1,1
17_66_63__s3,PD-L1,1
14_11_65__s5,PD-L1,1
13_46_81__s8,PD-L1,1
14_25_37__s4,PD-L1,1
15_11_64__s5,PD-L1,1
17_40_87__s1,PD-L1,1
18_46_94__s1,PD-L1,1
18_17_60__s6,PD-L1,1
18_66_21__s2,PD-L1,1
15_71_75__s7,PD-L1,1
15_13_86__s4,PD-L1,1
13_67_76__s3,PD-L1,1
16_33_66__s4,PD-L1,1
15_02_42__s6,PD-L1,1
13_28_84__s4,PD-L1,1
18_94_68__s2,PD-L1,1
17_93_32__s1,PD-L1,1
15_71_29__s8,PD-L1,1
16_78_59__s5,PD-L1,1
18_77_91__s5,PD-L1,1
13_17_68__s4,PD-L1,1
13_72_29__s8,PD-L1,1
17_94_66__s2,PD-L1,1
13_81_52__s3,PD-L1,1
14_32_26__s2,PD-L1,1
17_37_66__s4,PD-L1,1
14_93_08__s2,PD-L1,1
17_29_18__s1,PD-L1,1
18_81_50__s1,PD-L1,1
18_07_32__s3,PD-L1,1
17_45_08__s2,PD-L1,1
17_19_42__s3,PD-L1,1
17_39_91__s5,PD-L1,1
18_82_27__s2,PD-L1,1
17_79_49__s5,PD-L1,1
17_03_51__s4,PD-L1,1
15_49_50__s1,PD-L1,1
18_25_08__s1,PD-L1,1
15_21_41__s1,PD-L1,1
18_62_17__s8,PD-L1,1
18_44_21__s8,PD-L1,1
15_20_21__s4,PD-L1,1
13_72_88__s1,PD-L1,1
13_43_34__s4,PD-L1,1
15_52_75__s5,PD-L1,1
15_05_23__s5,PD-L1,1
17_50_29__s8,PD-L1,1
13_20_72__s1,PD-L1,1
13_81_28__s3,PD-L1,1
14_21_17__s5,PD-L1,1
14_43_30__s8,PD-L1,1
13_73_87__s6,PD-L1,1
16_53_32__s5,PD-L1,1
17_46_88__s6,PD-L1,1
14_89_71__s7,PD-L1,1
13_45_86__s8,PD-L1,1
18_96_21__s6,PD-L1,1
13_81_44__s5,PD-L1,1
15_21_77__s1,PD-L1,1
17_15_48__s6,PD-L1,1
16_64_85__s6,PD-L1,1
18_52_42__s7,PD-L1,1
13_01_31__s5,PD-L1,1
13_45_13__s2,PD-L1,1
13_68_61__s7,PD-L1,1
18_16_19__s2,PD-L1,1
15_80_52__s8,PD-L1,1
15_77_15__s1,PD-L1,1
16_36_88__s8,PD-L1,1
13_76_29__s2,PD-L1,1
14_48_20__s4,PD-L1,1
18_91_21__s8,PD-L1,1
13_54_86__s1,PD-L1,1
16_84_91__s4,PD-L1,1
18_68_62__s1,PD-L1,1
16_05_51__s3,PD-L1,1
15_04_59__s3,PD-L1,1
18_46_78__s5,PD-L1,1
14_28_37__s3,PD-L1,1
18_86_84__s1,PD-L1,1
15_56_59__s3,PD-L1,1
14_13_09__s6,PD-L1,1
15_83_02__s2,PD-L1,1
18_69_69__s3,PD-L1,1
15_04_50__s8,PD-L1,1
16_08_61__s7,PD-L1,1
15_35_41__s3,PD-L1,1
17_51_16__s6,PD-L1,1
14_88_05__s8,PD-L1,1
18_30_22__s6,PD-L1,1
13_94_26__s1,PD-L1,1
13_92_42__s7,PD-L1,1
14_61_57__s5,PD-L1,1
13_82_09__s3,PD-L1,1
18_86_53__s4,PD-L1,1
18_45_79__s6,PD-L1,1
18_77_42__s8,PD-L1,1
14_14_11__s6,PD-L1,1
16_66_68__s8,PD-L1,1
13_45_14__s6,PD-L1,1
16_60_17__s1,PD-L1,1
14_11_10__s6,PD-L1,1
16_57_90__s7,PD-L1,1
16_10_04__s7,PD-L1,1
18_45_16__s8,PD-L1,1
15_90_63__s5,PD-L1,1
16_89_44__s2,PD-L1,1
13_55_48__s7,PD-L1,1
16_62_93__s4,PD-L1,1
14_54_46__s1,PD-L1,1
16_39_09__s5,PD-L1,1
14_33_55__s3,PD-L1,1
16_10_67__s2,PD-L1,1
13_82_88__s8,PD-L1,1
16_69_07__s8,PD-L1,1
15_89_43__s3,PD-L1,1
17_56_30__s7,PD-L1,1
13_74_75__s5,PD-L1,1
17_96_61__s7,PD-L1,1
14_20_86__s4,PD-L1,1
13_74_64__s1,PD-L1,1
16_15_41__s7,PD-L1,1
13_50_46__s2,PD-L1,1
14_48_73__s7,PD-L1,1
17_88_14__s7,PD-L1,1
17_86_79__s5,PD-L1,1
13_08_57__s5,PD-L1,1
17_79_30__s7,PD-L1,1
18_28_17__s8,PD-L1,1
17_93_92__s6,PD-L1,1
14_81_82__s7,PD-L1,1
18_44_56__s8,PD-L1,1
13_31_90__s2,PD-L1,1
18_11_58__s3,PD-L1,1
17_67_52__s3,PD-L1,1
18_79_11__s3,PD-L1,1
14_82_87__s4,PD-L1,1
16_65_77__s7,PD-L1,1
18_65_93__s7,PD-L1,1
18_45_20__s1,PD-L1,1
13_94_09__s4,PD-L1,1
18_18_02__s7,PD-L1,1
16_69_29__s7,PD-L1,1
18_20_34__s1,PD-L1,1
13_11_55__s8,PD-L1,1
16_91_16__s7,PD-L1,1
18_16_53__s8,PD-L1,1
13_40_30__s4,PD-L1,1
14_33_42__s4,PD-L1,1
15_64_20__s8,PD-L1,1
17_75_09__s1,PD-L1,1
18_68_14__s4,PD-L1,1
14_92_58__s5,PD-L1,1
13_35_10__s1,PD-L1,1
18_58_24__s7,PD-L1,1
14_80_19__s1,PD-L1,1
16_07_94__s1,PD-L1,1
15_24_01__s7,PD-L1,1
16_15_43__s4,PD-L1,1
18_67_40__s4,PD-L1,1
15_73_28__s7,PD-L1,1
15_45_45__s7,PD-L1,1
16_21_24__s1,PD-L1,1
18_08_82__s2,PD-L1,1
17_68_50__s1,PD-L1,1
18_61_20__s6,PD-L1,1
15_07_03__s3,PD-L1,1
16_07_79__s4,PD-L1,1
18_10_15__s7,PD-L1,1
14_41_21__s3,PD-L1,1
15_56_64__s4,PD-L1,1
18_82_22__s4,PD-L1,1
13_75_23__s2,PD-L1,1
17_55_60__s7,PD-L1,1
17_58_75__s4,PD-L1,1
15_78_06__s6,PD-L1,1
13_12_37__s8,PD-L1,1
16_65_36__s2,PD-L1,1
15_83_35__s5,PD-L1,1
18_59_40__s8,PD-L1,1
13_77_32__s5,PD-L1,1
15_12_65__s4,PD-L1,1
18_52_75__s3,PD-L1,1
18_39_63__s7,PD-L1,1
13_42_78__s4,PD-L1,1
13_89_91__s1,PD-L1,1
16_87_14__s3,PD-L1,1
13_58_33__s3,PD-L1,1
18_55_59__s8,PD-L1,1
17_76_47__s4,PD-L1,1
17_76_11__s5,PD-L1,1
13_48_74__s1,PD-L1,1
14_32_44__s2,PD-L1,1
14_64_19__s7,PD-L1,1
17_37_31__s2,PD-L1,1
15_28_87__s3,PD-L1,1
17_47_02__s3,PD-L1,1
14_70_02__s7,PD-L1,1
16_91_21__s4,PD-L1,1
14_48_96__s2,PD-L1,1
15_80_06__s1,PD-L1,1
17_25_65__s1,PD-L1,1
15_15_06__s3,PD-L1,1
17_62_78__s3,PD-L1,1
17_15_85__s2,PD-L1,1
17_42_48__s3,PD-L1,1
17_43_22__s8,PD-L1,1
15_41_27__s2,PD-L1,1
15_63_93__s4,PD-L1,1
16_74_14__s6,PD-L1,1
14_68_24__s7,PD-L1,1
17_32_62__s2,PD-L1,1
18_25_83__s8,PD-L1,1
17_08_79__s6,PD-L1,1
15_95_24__s6,PD-L1,1
17_38_96__s3,PD-L1,1
14_87_71__s1,PD-L1,1
18_29_96__s8,PD-L1,1
15_49_75__s1,PD-L1,1
17_32_56__s3,PD-L1,1
18_07_78__s3,PD-L1,1
15_02_19__s7,PD-L1,1
16_30_67__s4,PD-L1,1
14_05_04__s5,PD-L1,1
14_07_43__s7,PD-L1,1
14_20_34__s1,PD-L1,1
13_41_80__s8,PD-L1,1
17_25_40__s7,PD-L1,1
13_40_02__s1,PD-L1,1
15_67_62__s3,PD-L1,1
17_16_37__s3,PD-L1,1
14_41_09__s6,PD-L1,1
18_53_09__s6,PD-L1,1
18_65_90__s1,PD-L1,1
15_34_29__s7,PD-L1,1
17_24_46__s5,PD-L1,1
15_56_93__s3,PD-L1,1
18_84_42__s4,PD-L1,1
15_02_14__s5,PD-L1,1
17_83_85__s1,PD-L1,1
16_15_60__s2,PD-L1,1
18_52_26__s6,PD-L1,1
18_15_86__s7,PD-L1,1
17_82_20__s1,PD-L1,1
18_48_22__s2,PD-L1,1
18_46_30__s6,PD-L1,1
16_74_17__s8,PD-L1,1
18_29_80__s8,PD-L1,1
16_14_34__s8,PD-L1,1
15_08_58__s3,PD-L1,1
17_35_43__s5,PD-L1,1
16_44_85__s7,PD-L1,1
18_13_41__s3,PD-L1,1
17_76_48__s4,PD-L1,1
15_21_55__s4,PD-L1,1
18_41_33__s3,PD-L1,1
17_65_07__s2,PD-L1,1
14_39_43__s8,PD-L1,1
16_09_45__s2,PD-L1,1
15_48_76__s8,PD-L1,1
16_55_49__s7,PD-L1,1
13_05_06__s8,PD-L1,1
13_55_05__s1,PD-L1,1
13_83_91__s6,PD-L1,1
14_78_20__s3,PD-L1,1
18_84_12__s1,PD-L1,1
13_69_30__s6,PD-L1,1
16_48_86__s4,PD-L1,1
16_52_29__s5,PD-L1,1
18_63_26__s1,PD-L1,1
18_49_12__s1,PD-L1,1
17_94_21__s7,PD-L1,1
13_10_07__s3,PD-L1,1
14_94_88__s3,PD-L1,1
14_37_73__s6,PD-L1,1
13_63_33__s2,PD-L1,1
14_82_66__s2,PD-L1,1
14_07_50__s7,PD-L1,1
18_71_88__s2,PD-L1,1
16_24_01__s8,PD-L1,1
14_04_54__s7,PD-L1,1
18_18_36__s1,PD-L1,1
13_91_44__s3,PD-L1,1
15_87_49__s3,PD-L1,1
15_42_94__s5,PD-L1,1
14_92_43__s5,PD-L1,1
18_55_43__s6,PD-L1,1
13_87_68__s5,PD-L1,1
16_20_30__s3,PD-L1,1
18_56_28__s6,PD-L1,1
13_40_43__s2,PD-L1,1
18_27_89__s5,PD-L1,1
13_83_48__s5,PD-L1,1
15_04_23__s2,PD-L1,1
13_67_39__s7,PD-L1,1
15_27_52__s3,PD-L1,1
15_02_34__s1,PD-L1,1
15_06_06__s8,PD-L1,1
15_60_36__s3,PD-L1,1
16_59_61__s1,PD-L1,1
17_79_15__s8,PD-L1,1
13_51_46__s7,PD-L1,1
18_34_13__s3,PD-L1,1
13_11_06__s1,PD-L1,1
15_81_92__s4,PD-L1,1
16_88_63__s2,PD-L1,1
15_55_66__s4,PD-L1,1
14_77_80__s2,PD-L1,1
14_40_91__s4,PD-L1,1
14_15_77__s2,PD-L1,1
16_23_43__s1,PD-L1,1
14_63_86__s4,PD-L1,1
15_07_59__s1,PD-L1,1
15_37_60__s6,PD-L1,1
14_53_90__s3,PD-L1,1
17_79_16__s4,PD-L1,1
16_91_64__s2,PD-L1,1
13_05_43__s5,PD-L1,1
17_33_20__s6,PD-L1,1
15_59_38__s5,PD-L1,1
17_36_76__s8,PD-L1,1
13_41_41__s6,PD-L1,1
13_10_94__s6,PD-L1,1
17_52_50__s2,PD-L1,1
17_30_34__s7,PD-L1,1
13_09_88__s5,PD-L1,1
17_95_40__s7,PD-L1,1
15_70_52__s7,PD-L1,1
15_32_23__s6,PD-L1,1
16_87_79__s3,PD-L1,1
15_62_31__s3,PD-L1,1
15_07_33__s3,PD-L1,1
13_89_68__s3,PD-L1,1
17_02_45__s4,PD-L1,1
17_67_76__s6,PD-L1,1
16_15_56__s7,PD-L1,1
13_06_67__s4,PD-L1,1
17_61_16__s6,PD-L1,1
16_46_05__s3,PD-L1,1
13_43_24__s1,PD-L1,1
17_69_80__s3,PD-L1,1
17_52_22__s6,PD-L1,1
16_26_26__s6,PD-L1,1
17_65_89__s1,PD-L1,1
13_17_35__s6,PD-L1,1
16_80_15__s7,PD-L1,1
16_78_59__s1,PD-L1,1
18_31_75__s8,PD-L1,1
14_69_85__s1,PD-L1,1
17_44_04__s7,PD-L1,1
17_86_27__s4,PD-L1,1
15_27_39__s7,PD-L1,1
14_29_46__s2,PD-L1,1
13_20_65__s6,PD-L1,1
13_49_58__s3,PD-L1,1
17_17_87__s5,PD-L1,1
13_36_64__s5,PD-L1,1
16_66_78__s5,PD-L1,1
13_40_60__s2,PD-L1,1
16_73_17__s6,PD-L1,1
15_89_22__s7,PD-L1,1
13_31_04__s8,PD-L1,1
14_05_54__s1,PD-L1,1
13_73_80__s7,PD-L1,1
16_13_82__s3,PD-L1,1
18_05_22__s8,PD-L1,1
13_04_19__s7,PD-L1,1
16_92_19__s6,PD-L1,1
14_19_65__s1,PD-L1,1
16_04_48__s5,PD-L1,1
17_02_74__s6,PD-L1,1
18_53_30__s4,PD-L1,1
14_61_09__s1,PD-L1,1
16_16_54__s3,PD-L1,1
17_51_45__s1,PD-L1,1
15_70_92__s7,PD-L1,1
18_75_13__s5,PD-L1,1
14_36_09__s5,PD-L1,1
18_60_18__s6,PD-L1,1
13_22_70__s3,PD-L1,1
18_85_11__s1,PD-L1,1
15_19_94__s1,PD-L1,1
15_03_48__s2,PD-L1,1
13_17_19__s4,PD-L1,1
15_90_02__s5,PD-L1,1
14_07_51__s1,PD-L1,1
16_76_69__s3,PD-L1,1
14_47_75__s2,PD-L1,1
18_65_17__s6,PD-L1,1
17_79_26__s2,PD-L1,1
18_04_57__s1,PD-L1,1
13_73_14__s6,PD-L1,1
13_19_01__s6,PD-L1,1
17_01_25__s8,PD-L1,1
14_96_47__s3,PD-L1,1
15_02_62__s5,PD-L1,1
17_58_05__s3,PD-L1,1
15_39_06__s4,PD-L1,1
18_92_03__s4,PD-L1,1
14_72_07__s5,PD-L1,1
14_01_31__s4,PD-L1,1
18_28_10__s1,PD-L1,1
16_62_38__s8,PD-L1,1
18_31_50__s2,PD-L1,1
15_46_33__s8,PD-L1,1
15_96_18__s6,PD-L1,1
15_78_89__s1,PD-L1,1
13_87_33__s2,PD-L1,1
13_56_23__s2,PD-L1,1
15_43_24__s1,PD-L1,1
18_19_80__s3,PD-L1,1
17_79_91__s1,PD-L1,1
16_76_44__s2,PD-L1,1
13_33_31__s6,PD-L1,1
18_09_46__s8,PD-L1,1
16_82_66__s5,PD-L1,1
18_29_41__s1,PD-L1,1
14_54_74__s2,PD-L1,1
17_60_01__s1,PD-L1,1
13_20_49__s7,PD-L1,1
17_44_41__s4,PD-L1,1
18_13_79__s4,PD-L1,1
13_16_93__s7,PD-L1,1
17_41_04__s8,PD-L1,1
14_47_70__s5,PD-L1,1
15_55_10__s1,PD-L1,1
15_25_31__s4,PD-L1,1
13_16_63__s5,PD-L1,1
15_76_27__s2,PD-L1,1
18_69_53__s6,PD-L1,1
17_08_62__s4,PD-L1,1
18_09_55__s2,PD-L1,1
18_93_55__s6,PD-L1,1
15_93_77__s4,PD-L1,1
18_01_32__s4,PD-L1,1
18_67_35__s4,PD-L1,1
13_10_43__s5,PD-L1,1
17_44_60__s7,PD-L1,1
17_91_75__s3,PD-L1,1
17_70_31__s2,PD-L1,1
14_94_89__s7,PD-L1,1
16_29_43__s1,PD-L1,1
15_55_69__s2,PD-L1,1
13_95_77__s4,PD-L1,1
17_79_74__s6,PD-L1,1
16_30_23__s1,PD-L1,1
15_52_44__s7,PD-L1,1
15_45_20__s7,PD-L1,1
13_55_20__s4,PD-L1,1
17_37_78__s4,PD-L1,1
16_15_88__s7,PD-L1,1
18_87_68__s3,PD-L1,1
16_30_45__s3,PD-L1,1
14_41_10__s7,PD-L1,1
14_95_72__s8,PD-L1,1
16_74_93__s4,PD-L1,1
17_57_34__s3,PD-L1,1
16_21_57__s6,PD-L1,1
16_03_89__s3,PD-L1,1
14_26_33__s2,PD-L1,1
14_53_22__s1,PD-L1,1
17_46_40__s4,PD-L1,1
18_23_85__s4,PD-L1,1
13_36_63__s1,PD-L1,1
14_12_49__s7,PD-L1,1
14_49_78__s8,PD-L1,1
14_89_06__s6,PD-L1,1
15_82_14__s5,PD-L1,1
12_07_96__s5,DAC,2
09_66_30__s7,DAC,2
07_15_11__s4,DAC,2
08_41_44__s7,DAC,2
07_33_26__s7,DAC,2
08_14_32__s5,DAC,2
09_62_43__s6,DAC,2
08_03_88__s4,DAC,2
07_17_08__s4,DAC,2
09_24_79__s2,DAC,2
12_08_17__s1,DAC,2
08_88_82__s8,DAC,2
10_54_03__s3,DAC,2
10_83_57__s8,DAC,2
08_38_46__s3,DAC,2
08_10_47__s8,DAC,2
07_47_63__s3,DAC,2
09_35_19__s8,DAC,2
10_49_09__s4,DAC,2
12_08_21__s2,DAC,2
12_20_43__s2,DAC,2
09_73_16__s6,DAC,2
08_14_15__s5,DAC,2
11_26_34__s2,DAC,2
09_65_30__s8,DAC,2
09_46_04__s6,DAC,2
07_40_67__s2,DAC,2
08_21_28__s4,DAC,2
10_06_24__s7,DAC,2
11_29_90__s1,DAC,2
09_65_90__s4,DAC,2
11_67_59__s8,DAC,2
09_04_34__s4,DAC,2
07_28_51__s6,DAC,2
08_35_27__s7,DAC,2
07_29_71__s2,DAC,2
07_21_66__s4,DAC,2
11_57_18__s4,DAC,2
